ID		名称		模型
3001	备用ID	player
3002	备用ID	
3003	备用ID	
3004	备用ID	
3005	备用ID	
3006	备用ID	
3007	备用ID	
3008	备用ID	
3009	备用ID	130002
3010	游商	130002
3011	沙漠商人	130001
3012	冰原商人	130003
3013	圣诞商人	130002
3014	元旦商人	130002
3015	春节商人	130002
3016	周年商人	130002
3017	六一商人	130004
3018	宇宙商人	130005
3019	空岛商人	130012
3020	心愿商人	130013
3021	备用ID	140037
3022	备用ID	130002
3023	备用ID	130002
3024	备用ID	130002
3025	备用ID	130002
3026	备用ID	130002
3027	备用ID	130002
3028	备用ID	130002
3029	备用ID	130002
3030	备用ID	130002
3031	备用ID	130002
3032	备用ID	130002
3033	备用ID	130002
3034	备用ID	130002
3035	备用ID	130002
3036	备用ID	130002
3037	备用ID	130002
3038	备用ID	130002
3039	备用ID	130002
3040	备用ID	130002
3095	卡卡	p2
3096	妮妮	p8
3097	大山	130011
3098	斯科特·李	130006
3099	达尔文·李	130010
3100	生物模型	100026
3101	野人	100026
3102	野萌宝	100027
3103	萌眼咻咻	100049
3104	神秘星球人	130002
3105	野人猎手	100028
3106	庆典野人	100071
3107	蝙蝠	100037
3108	备用ID	100014
3109	爆爆蛋	110033
3110	萌眼叮叮	100040
3111	萌眼咚咚	100041
3112	萌眼当当	100042
3113	萌眼叮叮	100043
3114	萌眼咚咚	100044
3115	萌眼当当	100045
3116	萌眼叮咚	100046
3117	萌眼叮当	100047
3118	萌眼咚当	100048
3119	备用ID	130002
3120	恶霸屠夫	100033
3121	稻草人	100034
3122	恶霸屠夫（驯服）	100033
3123	出气外星人	100034
3124	驯服的萌眼叮叮	100040
3125	驯服的萌眼咚咚	100041
3126	驯服的萌眼当当	100042
3127	备用ID	130002
3128	备用ID	130002
3129	备用ID	130002
3130	熔岩巨人	100011
3131	硫磺弓手	100003
3132	混乱弓手	100003
3133	家园农牧场占用	130002
3134	家园农牧场占用	130002
3135	备用ID	130002
3136	备用ID	130002
3137	备用ID	130002
3138	备用ID	130002
3139	备用ID	130002
3140	备用ID	130002
3141	备用ID	130002
3142	备用ID	130002
3143	备用ID	130002
3144	备用ID	130002
3145	备用ID	130002
3146	备用ID	130002
3147	备用ID	130002
3148	备用ID	130002
3149	备用ID	130002
3150	备用ID	130002
3151	备用ID	130002
3152	备用ID	130002
3153	备用ID	130002
3154	备用ID	130002
3155	备用ID	130002
3156	备用ID	130002
3157	备用ID	130002
3158	备用ID	130002
3159	备用ID	130002
3160	备用ID	130002
3200	野人伙伴	100056
3201	猎手伙伴	100058
3202	萌宝伙伴	100057
3203	野人纪念包裹	100059
3204	沙漠年轻男村民	130027
3205	沙漠中年男村民	130030
3206	沙漠年轻女村民	130028
3207	沙漠中年女村民	130029
3208	沙漠小男孩村民	130026
3209	沙漠小女孩村民	130031
3210	沙漠普通商人1	130032
3211	沙漠普通商人2	130033
3212	沙漠特殊商人	130025
3213	沙漠守卫	100056
3214	渔村男村民1	130035
3215	渔村男村民2	130036
3216	渔村女村民1	130034
3217	渔村女村民2	130037
3218	渔村男性儿童	130038
3219	渔村女性儿童	130039
3220	海盗掠夺者	130042
3221	海盗猎手	130043
3222	海盗商人	130044
3223	海岛商人	130041
3224	海灵守卫	100087
3225	小型海盗船	100088
3226	中型海盗船	100089
3227	大型海盗船	100092
3228	炸弹小船	100093
3229	渔村传奇钓手	130040
3230	漂流瓶（生物）	120012
3231	远方的漂流瓶（生物）	120013
3232	小玻璃瓶（生物）	120014
3400	嘟嘟鸟	110003
3401	沃沃兽	110031
3402	墩墩	110002
3403	角鹿	110029
3404	马	110006
3405	冰熊（驯服）	110018
3406	迅猛龙（驯服）	110024
3407	狐狸	110010
3408	灵狐（驯服）	110010
3409	企鹅	110022
3410	鸵鸟（驯服）	110015
3411	鸵鸟	110015
3412	冰熊	110018
3413	迅猛龙	110024
3414	团子	100035
3415	团子（驯服）	100035
3416	熊猫	110017
3417	熊猫（驯服）	110017
3418	蜜蜂	110056
3419	萤火虫	110057
3420	足球	100038
3421	飞鸡	110059
3422	飞鸡（驯服）	110059
3423	战斗鸡	110061
3424	尖叫鸡	110060
3425	篮球	100055
3426	（弃用）战斗鸡驯服	130002
3427	备用ID	130002
3428	备用ID	130002
3429	备用ID	130002
3430	普通化石龙	110040
3431	化石龙	110040
3432	超级化石龙	110040
3433	小飞鼠	110041
3434	敏捷飞鼠	110041
3435	机灵飞鼠	110041
3436	普通麒麟	110042
3437	麒麟	110042
3438	祥瑞麒麟	110042
3439	小陆行鸟	110053
3440	迅捷陆行鸟	110053
3441	跃动陆行鸟	110053
3442	小白象	110062
3443	欢乐白象	110062
3444	盛典白象	110062
3445	海豹水手	110063
3446	海豹船长	110063
3447	超能海豹	110063
3448	变形金刚占用	110064
3449	擎天柱	110064
3450	变形金刚占用	110065
3451	威震天	110065
3452	变形金刚占用	110066
3453	大黄蜂	110066
3454	猫宝宝	110067
3455	福袋猫猫	110067
3456	舞狮猫猫	110067
3457	天马宝宝	110068
3458	神圣天马	110068
3459	星河天马	110068
3460	青竹坐台	110069
3461	富贵金轿	110069
3462	桃香扇缘	110069
3463	变形金刚占用	110070
3464	红蜘蛛	110070
3465	变形金刚占用	110071
3466	热破	110071
3467	变形金刚占用	110072
3468	惊破天	110072
3469	大地领主	110073
3470	炎狱魔龙	110073
3471	深渊咆哮	110073
3472	变形金刚占用	110075
3473	钢锁	110075
3474	变形金刚占用	110076
3475	飞标	110076
3476	变形金刚占用	110077
3477	嚎叫	110077
3478	月明星稀	110074
3479	玉兔桃花	110074
3480	皎月仙宫	110074
3481	兔子先生拉比	110078
3482	兔子先生拉比	110078
3483	暖冬祝福	110079
3484	圣夜惊喜	110079
3485	冰雪传说	110079
3486	缤纷幻想	110080
3487	缤纷幻想	110080
3488	福运哞哞	110081
3489	福运哞哞	110081
3490	攀崖观日	110082
3491	北辰荧火	110082
3492	浮游山海	110082
3493	牛魔王	110083
3494	牛魔王	110083
3495	步步生莲	110084
3496	飞花踏雪	110084
3497	镜花水月	110084
3501	虚空使徒	110035
3502	远古黑龙	100008
3503	熔岩黑龙	100008
3504	混乱黑龙	100008
3505	年兽野生	100030
3506	年兽驯服	100030
3507	福球	100031
3508	小恶魔野生	100032
3509	小恶魔驯服	100032
3510	远古巨像	100050
3511	远古叮叮	100051
3512	远古咚咚	100052
